ID,Date,Title,Description,URL,Actors,Writer,Gap
1066,03/10/1980,You're Going to Like Rodney,A couple babysitting their young nephew are tortured and harassed by his malicious antics. They begin to suspect he is more than he seems when the nature of his pranks become more and more sinister.,https://www.cbsrmt.com/episode/1066-you-re-going-to-like-rodney.html,"25,35,95,119",77,1
1067,03/12/1980,The Secret of the Fifth Bell,"A husband is gifted with a strange set of antique Chinese bells, one of which peals without human intervention. Death or good fortune finds a chosen individual each time the bell tolls.",https://www.cbsrmt.com/episode/1067-the-secret-of-the-fifth-bell.html,"95,64,320,38",288,1
1068,03/17/1980,The Evil Eye,"When people she becomes angry with suffer cruel misfortune, an authoress of fiction believes she has the power of the evil eye. When her husband discovers her unique ability, he hatches a plot to take advantage of her gift with his lover, who also happens to be her talent manager!",https://www.cbsrmt.com/episode/1068-the-evil-eye.html,"49,135,26",43,1
1069,03/19/1980,The Death Wish,"While meditating, a highly stressed businessman has visions of his wife\'s infidelity. During these \""rhapsodic\"" episodes, he is also hounded by an ethereal beauty that convinces him to step into another dimension to be with her.",https://www.cbsrmt.com/episode/1069-the-death-wish.html,"12,269,38,135",38,1
1070,03/24/1980,The Blue Tiger,"A determined D.A. hot on the pursuit of a seasoned killer responsible for the murder of a witness turns up dead. Finally free of his tail, the criminal moves on to his next mission- conning an elderly old woman into believing he is her long, lost son.",https://www.cbsrmt.com/episode/1070-the-blue-tiger.html,"9,35,95,279",13,1
1071,03/26/1980,Conspiracy,A classic narration of the secret plot to assassinate Abraham Lincoln and his cabinet by conspirators John Wilkes Booth and his pack of ragtag followers.,https://www.cbsrmt.com/episode/1071-conspiracy.html,"104,151,64,90",288,1
1072,03/31/1980,The End of the Rainbow,Life becomes complicated for a lonesome housewife when she finds herself picked up by a handsome stranger at a singles bar and accompanies him to a nearby town infamous for heavy gambling.,https://www.cbsrmt.com/episode/1072-the-end-of-the-rainbow.html,"26,49,91",13,1
1073,04/02/1980,The Fateful Bell,A lowly artisan falls in love with the daughter of the emperor while casting a gigantic bell made of precious metal in this tragic romance set in ancient China.,https://www.cbsrmt.com/episode/1073-the-fateful-bell.html,"66,10,38",38,1
1074,04/07/1980,Madame Sirocco,"In order to solve the mysterious disappearance the young daughter of a first-generation immigrant, the police department enlists the help of a noted psychic.",https://www.cbsrmt.com/episode/1074-madame-sirocco.html,"95,269,35,320",13,1
1075,04/09/1980,Kitty,"Sharing a love for creatures of the feline persuasion, a New York dancer and her roommate become even closer. A series of bizarre deaths send a police detective and college professor knocking on their door when her rivals are found scratched to death!",https://www.cbsrmt.com/episode/1075-kitty.html,"26,212,91,151",4,1
1076,04/14/1980,Star Sapphire,"After adopting a teenage girl to keep his wheelchair bound spouse company, a man teaches the girl how to hunt and kill using the sapphire ring she has become obsessed with.",https://www.cbsrmt.com/episode/1076-star-sapphire.html,"204,135,10,90",43,1
1077,04/16/1980,The Face in the Coffin,"In a visit to the funeral home to pay their respects to a deceased family member, a young couple unwittingly discover the body of a federal judge in charge of a huge trial for a suspect in an organized crime case. Soon, they are pursued by the felons and must take flight.",https://www.cbsrmt.com/episode/1077-the-face-in-the-coffin.html,"66,91,204,202",294,1
1078,04/21/1980,The Fourth Reason,A wife enlists the aid of a politician in order to find her missing American husband. The congressman sees it as a tool to propel his campaign and takes advantage of the situation.,https://www.cbsrmt.com/episode/1078-the-fourth-reason.html,"306,26,90,64",13,1
1079,04/23/1980,The Dead You Can't Bury,"A chance encounter with a fortune teller at a party reveals that she would meet a man fated to bring disaster to her life. True enough, she meets him and falls in love, despite the warnings voiced by a brooding ghost that haunts her dreams",https://www.cbsrmt.com/episode/1079-the-dead-you-can-t-bury.html,"69,126,135,38",38,1
1080,04/28/1980,Portrait of a Memory,"In order to immortalize her beloved, a wealthy woman hires the service of a starving American painter to paint his portrait. The problem is, she refuses to provide him with a photo, and asks him to paint her vision of the man instead.",https://www.cbsrmt.com/episode/1080-portrait-of-a-memory.html,"27,6,135",294,1
1081,04/30/1980,How Can I Ever Thank You,"In this bizarre tale of romance and mayhem, a fiction author narrates the tale of how he got even with his former protege and rival, as well his unfaithful wife without stooping to murder.",https://www.cbsrmt.com/episode/1081-how-can-i-ever-thank-you.html,"49,151,95,320",13,1
1082,05/05/1980,The Inner Eye,"In an attempt to save his life, a young woman uses the power of post-cognition to follow the actions of her itinerant lover after she calls ends their relationship.",https://www.cbsrmt.com/episode/1082-the-inner-eye.html,"202,26,133,90",43,1
1083,05/07/1980,"Wanted, a Husband",A suspicious postal investigator pokes his nose into the business of two local swindlers believed to be running an elaborate mail order scam.,https://www.cbsrmt.com/episode/1083-wanted-a-husband.html,"204,38,35,279",288,1
1084,05/12/1980,Tomorrow Is Never,"Luck allows a worldly traveler and an old maid whose life's ambition is to travel to Europe to cross paths. He encounters her years later, only to discover that she has lived the last few years under the thumb of her ill-mannered relatives. Moved to pity, he vows to assist her in reclaiming her life.",https://www.cbsrmt.com/episode/1084-tomorrow-is-never.html,"6,9,279,35",294,1
1085,05/14/1980,On the Side of the Angels,A demoralized and spiritually broken woman is liberated from the clutches of her evil kin by a traveling salesman.,https://www.cbsrmt.com/episode/1085-on-the-side-of-the-angels.html,"95,10,38",38,1
1086,05/19/1980,Two of a Kind,"An idle and selfish oaf leases two identical rooms and outfits them in the same manner in an elaborate scheme to relieve his aunt of her wealth, and to continue driving her crazy!",https://www.cbsrmt.com/episode/1086-two-of-a-kind.html,"66,151,55",4,1
1087,05/21/1980,A Private Demon,"In order to protect his name, a college professor murders a student when he is presented with evidence that refutes his theories. A battle of wits ensues when the absent-minded professor is pitted against a police detective and his hired help in order to prove his innocence.",https://www.cbsrmt.com/episode/1087-a-private-demon.html,"27,135,91",13,1
1088,05/26/1980,Phantom World,"Two British castaways sentenced to hang for treason find love, and a deranged Frenchman on a remote island!",https://www.cbsrmt.com/episode/1088-phantom-world.html,"6,126,202,90",38,1
1089,05/28/1980,The Bluff,"In a high stakes game of blind man's bluff, a retired police detective uses himself as bait to lure out the man who blinded him to exact revenge for ruining his life.",https://www.cbsrmt.com/episode/1089-the-bluff.html,"9,95,202",4,1
1090,06/02/1980,Let George Do It,"In order to exact revenge on her cheating spouse, an unhappy housewife seduces a traveling salesman and convinces him to murder her stockbroker husband.",https://www.cbsrmt.com/episode/1090-let-george-do-it.html,"151,10,38",13,1
1091,06/04/1980,Obsession,"After foreseeing his involvement in a heinous crime, a murder mystery author demands that he be incarcerated to escape his fate. Dismissing his claims as absurd, his old friend and police chief ignores his pleas and he ends up committing a felony!",https://www.cbsrmt.com/episode/1091-obsession.html,"16,49,26,135",43,1
1092,06/09/1980,That Magic Touch,Christmas works a miracle for a beautiful divorcee and her cold and standoffish husband in a remote hunting lodge. Their plans to start anew are ruined when past hurts resurface.,https://www.cbsrmt.com/episode/1092-that-magic-touch.html,"6,84,66,279",13,1
1093,06/11/1980,Legacy of Guilt,"After moving an antique piece down from the attic, a pregnant woman becomes plagued with ghostly visits. Soon, the spectre reveals a horrifying tale about the house's previous owner's and implores the woman to help her recover her lost child.",https://www.cbsrmt.com/episode/1093-legacy-of-guilt.html,"202,151,35",38,1
1094,06/16/1980,Voice from the Grave,"Based on a true to life tale, a detective must rely on a doctor's wife and her peculiar talent to discover the truth behind the death of a female lab technician.",https://www.cbsrmt.com/episode/1094-voice-from-the-grave.html,"95,90,135",234,1
1095,06/18/1980,In the Name of Love,"Immersed in her make-believe life, the high-powered president of a huge agency fancies herself as the mother of a renowned actress; and she enlists the aid of a wealthy client when her supposed daughter goes missing.",https://www.cbsrmt.com/episode/1095-in-the-name-of-love.html,"26,27,16,10",13,1
1096,06/23/1980,Life Blood,"In this tale of revenge and deception, an embittered scientist creates a life-like robot whose sole purpose is to destroy the life of his old rival.",https://www.cbsrmt.com/episode/1096-life-blood.html,"70,12,133,6",61,1
1097,6/25/1980,The Sweet Smell of Murder,The wife of a charter boat captain works closely with a police investigator to prove her husband's innocence when he is caught red-handed with stolen wealth.,https://www.cbsrmt.com/episode/1097-the-sweet-smell-of-murder.html,"35,16,10,118",13,1
1098,6/30/1980,The Old Maid Murders,"When a middle-aged secretary unwittingly discovers that her boss is a double-agent passing on information to the enemy, her deep love for him forces her to protect him from his destructive tendencies.",https://www.cbsrmt.com/episode/1098-the-old-maid-murders.html,"127,27,90,95",13,
1099,07/02/1980,Maud-Evelyn,The ghost of a fourteen-year old girl and an idle rich youth fall for one another. What is curious is that they have never even met.,https://www.cbsrmt.com/episode/1099-maud-evelyn.html,"58,135,126",288,3
1100,07/07/1980,Silent Partners,"On a business trip, a wealthy industrialist and his secretary are kidnapped. Their adventure begins when they escape their captors and make their way through the jungles of South America.",https://www.cbsrmt.com/episode/1100-silent-partners.html,"6,49,17",13,1
1101,07/09/1980,Sierra Alpha 638,"In order to pick up his marijuana shipment located in a desert in California, a cult leader hijacks a commercial flight bound for Mexico City.",https://www.cbsrmt.com/episode/1101-sierra-alpha-638.html,"16,151,318,279",38,1
1102,07/14/1980,Nightmare in Gillette Castle,"When a couple on tour visit the home of the biggest actor to portray the legendary Sherlock Holmes on the big screen, they are unexpectedly forced to spend the night in the castle. They soon find that they have become part of a crime scene with the real Sherlock Holmes leading the investigation!",https://www.cbsrmt.com/episode/1102-nightmare-in-gillette-castle.html,"104,69,151,135",139,1
1103,07/16/1980,Murder Preferred,"In an effort to make her husband's suicide less of an embarrassment, his widow fakes a crime scene in order to make it look like murder. When an innocent man is caught in the cross-fire, she admits her felony to the lawyer she hired to save the unfortunate man.",https://www.cbsrmt.com/episode/1103-murder-preferred.html,"25,95,90,26",4,1
1104,07/28/1980,A Ton of Gold,"In an expedition to search for the lost Indian gold of an obscure tribe, an archaeologist and his team set off into the desert of New Mexico. Before long, they discover firsthand the horrors enveloping the cursed gold.",https://www.cbsrmt.com/episode/1104-a-ton-of-gold.html,"95,12,133,135",13,1
1105,07/30/1980,The Death Disk,"After being hired by a charitable institution, a woman is surprised when the offer is not only suddenly withdrawn, but she is accused of theft as well. In order to clear her name of a crime she did not commit, she seeks the aid of the local police. When they wash their hands off the case, she takes matters into her own hands and conducts her own investigation.",https://www.cbsrmt.com/episode/1105-the-death-disk.html,"127,27,49",13,1
1106,08/04/1980,This Deadly Fraternity,"A series of mysterious deaths occur on the Hell week anniversary of a college fraternity. Despite orders from his boss to attend the reunion, a young executive is reluctant to attend as his past activities as a frat member continue to torment him years later.",https://www.cbsrmt.com/episode/1106-this-deadly-fraternity.html,"82,317,90,151",38,1
1107,08/06/1980,The Mysterious Hanging of Squire Huggins,"After embellishing the details of the death of a local squire, a young artist becomes the primary suspect in the crime.",https://www.cbsrmt.com/episode/1107-the-mysterious-hanging-of-squire-huggins.html,"58,16,279,119",294,1
1108,08/11/1980,The Master Minds,"When a master jewel thief steals a priceless diamond, a lady detective from the Boston police is determined to prove her worth to Scotland Yard, and the detective assigned to help her by capturing the criminal as he makes his way to America aboard an ocean liner.",https://www.cbsrmt.com/episode/1108-the-master-minds.html,"151,135,90",288,1
1109,08/13/1980,The Return of Edward Blair,A man must convince the residents of a small town that he is not the criminal that escaped their justice years ago.,https://www.cbsrmt.com/episode/1109-the-return-of-edward-blair.html,"306,155,16,95",234,1
1110,08/18/1980,Human Error,"After unintentionally causing the hospitalization of a young woman, a man experiencing a midlife crisis falls for her. His friends soon become concerned when he begins visiting her for no reason.",https://www.cbsrmt.com/episode/1110-human-error.html,"9,82,10",43,1
1111,08/20/1980,"Kill Now, Pay Later","In order to stop her son from marrying a poor woman, a controlling mother threatens to disinherit him. Instead of hindering their plans, the couple develops closer ties.",https://www.cbsrmt.com/episode/1111-kill-now-pay-later.html,"25,26,35,204",13,1
1112,08/25/1980,Poor Lester,"As a result of her pact with the god Zeus, a woman must work to revive the god's ancient religion in exchange for the reversal of a her request she made to take the place of her faithless and deceased husband.",https://www.cbsrmt.com/episode/1112-poor-lester.html,"26,27,320,95",13,1
1113,08/27/1980,A Feast of Death,"Set in 1917 Paris, a young woman marries an older man and lives a life of luxury. She is horribly shocked when she unexpectedly discovers the source of their wealth.",https://www.cbsrmt.com/episode/1113-a-feast-of-death.html,"69,16,47,279",43,1
1114,09/01/1980,The Power of Zeus,"A pair of scientists is sent to the planet Zeus, and subsequently meets the planet's pompous and overbearing commander who sports a Texas drawl. On the alien world, they must discover a way to avert the world-wide threat of starvation caused by a massive hole in the Earth's ozone layer.",https://www.cbsrmt.com/episode/1114-the-power-of-zeus.html,"151,95,90,321,119",294,1
1115,09/03/1980,Leave Well Enough Alone,"A marital counseling session with a couple he is acquainted with gives birth to the greatest story ever written by talented French novelist, Guy de Maupassant.",https://www.cbsrmt.com/episode/1115-leave-well-enough-alone.html,"70,321,90",13,1
1116,09/08/1980,Hand in Glove,"When a young surgeon begins having trouble controlling his hands, he is sickened by the realization that the transplant not only gave him back the use of his extremities, but it also gave the serial killer to whom they previously belonged another chance to resume his sinister deeds.",https://www.cbsrmt.com/episode/1116-hand-in-glove.html,"151,318,49",193,1
1117,09/10/1980,Ocean of Emptiness,"On a mission to scout the planet Jupiter, a married couple on their first trip in space find themselves being followed by an unknown thing. When they receive a disturbing report announcing their deaths, they return to Earth and discover just how much the world has changed during their absence.",https://www.cbsrmt.com/episode/1117-ocean-of-emptiness.html,"58,26,64",64,1
1118,09/15/1980,Number One,A movie company is taken hostage by a Central American warlord while on location. They are faced with a moral dilemma when the commander demands a night with the director's wife in exchange of their liberty.,https://www.cbsrmt.com/episode/1118-number-one.html,"9,10,95",13,1
1119,09/17/1980,The Threshold,"A young married couple purchase an abandoned town believed to be a nuclear testing site. When invisible hands begin to rebuild the town back to its glory days, the neighboring town's mayor and a hardware store owner become suspicious.",https://www.cbsrmt.com/episode/1119-the-threshold.html,"204,16,35,38",288,1
1120,09/22/1980,The Mysterious Rochdale Special,"Scotland Yard enlists the aid of a former scam artist to solve the mysterious disappearance of an entire train bound for London, along with its wealthy passenger.",https://www.cbsrmt.com/episode/1120-the-mysterious-rochdale-special.html,12,288,1
1121,09/24/1980,The Murder of Caesar,"As plots to bring down his regime abound, the powerful Julius Caesar is cautioned to beware the Ides of March by the beautiful and loyal Portia.",https://www.cbsrmt.com/episode/1121-the-murder-of-caesar.html,"58,155,95,133",288,1
1122,09/29/1980,The Ruby Lamp,"When a college professor creates a device capable of capturing a person's thoughts on film, he uses it to help a friend whose wife suffers from severe melancholia over the death of her children. The woman desires to know what became of her stillborn twins and the experiment all too capably supplies her with the answer.",https://www.cbsrmt.com/episode/1122-the-ruby-lamp.html,"49,26,70",43,1
1123,10/01/1980,Hero's Welcome,"After living in paradise for years, an amnesiac castaway regains his memory and returns home to reclaim his life. He is disturbed to find out that the townsfolk are unhappy with his sudden appearance, and that his supposed death gained him a hero's reputation.",https://www.cbsrmt.com/episode/1123-hero-s-welcome.html,"25,320,91,151",13,1
1124,10/06/1980,Second Sight,"In order to evade capture during an attempted robbery of a wealthy man, Arthur Dickson aka Fingers accidentally blinds the detective leading the task force. Dickson is later charged with murder when the millionaire turns up dead. The blind detective comes out of retirement to once again work on the case, this time he believes Dickson's claims of innocence and sets out to exonerate him.",https://www.cbsrmt.com/episode/1124-second-sight.html,"204,130,135,95",13,1
1125,10/08/1980,Portrait of an Assassin,"This classic tale of intrigue and deception recounts the life of Charles Guiteau and his grandiose plan of getting President Garfield elected, as well as his subsequent assassination at a DC train station by Guiteau's hand.",https://www.cbsrmt.com/episode/1125-portrait-of-an-assassin.html,"306,16,119",294,1
1126,10/13/1980,Napoleon and the Queen of Sheba,"In order to turn him from a life of crime, two good witches provide their services to a small-time scam artist.",https://www.cbsrmt.com/episode/1126-napoleon-and-the-queen-of-sheba.html,"66,10,38,90",13,1
1127,10/15/1980,The Bright Golden Murders,"Believing that her husband was murdered after discovering a metallurgical secret that would shake the world market, she turns to his friend and the local police for help. Unknown to her, the scientist was actually having an affair with the cabaret singer girlfriend of a mobster- and was subsequently murdered when he discovered their liaison.",https://www.cbsrmt.com/episode/1127-the-bright-golden-murders.html,"127,151,55,279",13,1
1128,10/20/1980,Honest Mistake,"The wife of an aging hit man nags him to retire after he is given an assignment to kill a timorous accountant. When the accountant's wife catches on after several threats to his life, she takes a look into his affairs to solve the mystery.",https://www.cbsrmt.com/episode/1128-honest-mistake.html,"95,10,38",13,1
1129,10/22/1980,Confession,"After discovering that his broker has been fleecing him for months, he secures a signed confession in order to get his broker to straighten his ways. Things get complicated when the wealthy man falls deeply in love with the daughter of the man who cheated him!",https://www.cbsrmt.com/episode/1129-confession.html,"58,204,27,317",288,1
1130,10/27/1980,The Gilbert Stuart,"Moved to pity of the elderly widow, a museum appraiser assigns value to an unsigned painting supposedly done by a famous artist despite believing it to be a fake. Before long, he begins to regret the wrongful appraisal and his purchase of the counterfeit.",https://www.cbsrmt.com/episode/1130-the-gilbert-stuart.html,"321,126,133",294,1
1131,10/29/1980,Bloodline,"Charged with the theft of $2 Million, a stockbroker recounts how he himself was a victim of a scam that resulted in the loss of his employer's money.",https://www.cbsrmt.com/episode/1131-bloodline.html,"306,151,279,35",13,1
1132,11/03/1980,Guilty,"Intent on helping his ailing sister, a has-been playwright kills his uncle in order to obtain his wealth. Now, he must convince his relatives as well as the detective assigned to the case that he murdered his uncle with the best of intentions.",https://www.cbsrmt.com/episode/1132-guilty.html,"58,320,126,279",288,1
1133,11/05/1980,The Question,"A retired actress encounters a spirit who makes an unusual request when she returns to her childhood home by the sea. She relents to the creature's desire to paint her, and this sets both the woman and her elderly caretaker on a journey of self-discovery.",https://www.cbsrmt.com/episode/1133-the-question.html,"66,26,16",43,1
1134,11/10/1980,The Dagger of Almohades,The tables are turned when a beautiful woman encounters a man with a possessed dagger. It seems that her usual feminine ploys will not work on the wily stranger.,https://www.cbsrmt.com/episode/1134-the-dagger-of-almohades.html,"306,119,90,95",61,1
1135,11/12/1980,Natural Sugar,"When an actor turns up dead in the middle of a play, a police detective must sift through all the scenarios to find the killer.",https://www.cbsrmt.com/episode/1135-natural-sugar.html,"204,10,151",13,1
1136,11/17/1980,The Eleventh Plague,"After being marooned on a strange world for fifteen years, a magician develops god-like powers. When a group of men are sent to retrieve them, he sends the Biblical plagues of Moses to meet them.",https://www.cbsrmt.com/episode/1136-the-eleventh-plague.html,"151,38,126",4,1
1137,11/19/1980,The Iron Horse,"Being born under a lucky star as the seventh son of a seventh son, a charlatan and a hard-up dreamer become extremely wealthy after a chance encounter.",https://www.cbsrmt.com/episode/1137-the-iron-horse.html,"27,35,10,16",13,1
1138,11/24/1980,The Killer Instinct,"A series of strange deaths sparks the interest of a police detective, especially when he learns of the unusual circumstances behind each victim's demise, and the involvement of a smooth-talking salesman.",https://www.cbsrmt.com/episode/1138-the-killer-instinct.html,"26,55,90",13,1
1139,11/26/1980,Breakout,Holland is the destination two French soldier escapees from a German POW camp make for as they cross the German countryside during World War I.,https://www.cbsrmt.com/episode/1139-breakout.html,"58,91",294,1
1140,12/25/1980,A Holiday Visit,"En route to visit her parents for Christmas, a couple is waylaid by a highway accident. As they make their way to Runyonville, Ohio by foot, they travel through the snow and into Taylortown--a deserted village whose sole resident seems to be a mysterious old woman.",https://www.cbsrmt.com/episode/1140-a-holiday-visit.html,"126,318",77,1
1141,01/01/1981,Catch the Smallest Devil,"A cantankerous and horrid old man perishes after heart surgery. He is denied entrance into Heaven, even as a timid young nurse is admitted into the Pearly gates despite her self-deprecating remarks. Now the self-serving man must confront his wicked ways and the devil makes sure he does so.",https://www.cbsrmt.com/episode/1141-catch-the-smallest-devil.html,"204,26,90,27",193,1
1142,01/02/1981,Sins of the Fathers,A young reporter discovers that she was adopted while investigating a case of fraud and begins a search for the parents who seemingly abandoned her.,https://www.cbsrmt.com/episode/1142-sins-of-the-fathers.html,"119,49,135,38",13,1
1143,01/06/1981,The Tenth Life,A journalist chances upon a woman with exotic cat-like eyes while investigating a series of murders in his apartment building. He becomes instantly enamored and marries her. He soon discovers her strange love for felines and becomes disturbed when he discovers that all the victims were seemingly clawed to death.,https://www.cbsrmt.com/episode/1143-the-tenth-life.html,"58,151,322,95",288,1
1144,01/08/1981,In the Dark,"When a woman's husband goes missing, his wife seeks the help of friends who one by one begin to shun her. All proof point towards a kidnapping, however, she refuses to believe he was taken by the secret police.",https://www.cbsrmt.com/episode/1144-in-the-dark.html,"26,135,279,12",43,1
1145,1/12/1981,The Legend of Alexander (1 of 5) - Courage,"A 19-year old Alexander is fascinated by the warrior life of his father and is equally disgusted by the strange powers his mother possesses. His fate is sealed when he saves the life of his father, King Philip during battle.",https://www.cbsrmt.com/episode/1145-the-legend-of-alexander-1-of-5-courage.html,"151,10,38,90",284,1
1146,01/13/1981,,"In order to delay a war with Athens, King Phillip takes another wife, the 17-year old Cleopatra. Embarrassed and enraged, the Queen thirsts for vengeance. Alexander is torn between the love he bears for both his parents. However he is saved from making a cruel choice when he is crowned king after the assassination of his father.",https://www.cbsrmt.com/episode/1146-the-legend-of-alexander-2-of-5-assassination.html,"151,10,38,90",284,2
1147,01/14/1981,The Legend of Alexander (3 of 5) - Divide and Conquer,"When he learns of the treachery behind his father's death, Alexander musters his troops and gathers his armies to prepare for a march against Greece.",https://www.cbsrmt.com/episode/1147-the-legend-of-alexander-3-of-5-divide-and-conquer.html,"151,95,10,38",284,1
1148,1/15/1981,The Legend of Alexander (4 of 5) - The Oracle,"After consulting with the Oracle of Delphi, his will is strengthened and launches a brutal attack against Thebes. He moves on to defeat Persia and unites the entirety of Greece under his control.",https://www.cbsrmt.com/episode/1148-the-legend-of-alexander-4-of-5-the-oracle.html,"151,95,6,126",284,1
1149,01/16/1981,The Legend of Alexander (5 of 5) - The Legend Begins,War continues to rampage across Persia as Alexander continues to conquer cities and towns to unite them under his banner. His prowess on the battlefield soon earns him a place as one of the greatest rulers in the history of Europe.,https://www.cbsrmt.com/episode/1149-the-legend-of-alexander-5-of-5-the-legend-begins.html,"151,49,279,126",284,2
1150,01/20/1981,The Fountain Of Truth,"Behind Ponce de Leon's journey to discover the Fountain of Youth in Florida lies another treasure-hunting quest for lost, ancient gold.",https://www.cbsrmt.com/episode/1150-the-fountain-of-truth.html,"204,95,155",13,1
1151,01/22/1981,The Final Mind,"A brilliant scientist rises to power in the 30th century when he saves the United States from World War. When he is elected president, he is soon abducted by militants from the Ray Universe. What they do not know is that he is secretly communicating with his test pilot wife, and she is determined to recover her kidnapped husband.",https://www.cbsrmt.com/episode/1151-the-final-mind.html,"27,264,58,16",288,1
1152,01/27/1981,Small Money,A pro golfer finds himself murdering his wife when she begins to start earning more money than him. His ego takes a beating every time he remembers that he was the one who sparked her interest in the game in the first place!,https://www.cbsrmt.com/episode/1152-small-money.html,"25,10,9,38",13,1
1153,01/29/1981,The Vanishing Herd,"Sherlock Holmes takes on the case of a wealthy aristocrat whose son mysteriously disappeared from a prestigious boarding school. In order to solve the case, he must quickly search for clues beneath the tracks of moving cattle before they are stomped cleanly away.",https://www.cbsrmt.com/episode/1153-the-vanishing-herd.html,"70,90,38,279",61,1
1154,02/02/1981,The Man Who Saw Martians,"In order to impress the woman he is enamored with, a young reporter fakes a UFO sighting. Real aliens show up when the incident becomes famous world-wide, and they are far from pleased with the situation.",https://www.cbsrmt.com/episode/1154-the-man-who-saw-martians.html,"82,69,151,95",288,1
1155,02/04/1981,Who Is Jessica Worth?,Based on the true story of an amnesiac woman cycling between multiple personalities. Her concussed state has also given her the power of paracognition.,https://www.cbsrmt.com/episode/1155-who-is-jessica-worth.html,"6,58,16,155",294,1
1156,02/06/1981,Is Venice Drowning?,"In order to prove she is as capable as a man, a female engineer is sent to Venice to help find a solution to their problem. Her reputation takes a beating when she suggests they build a temple honoring a goddess in order to keep Venice from sinking.",https://www.cbsrmt.com/episode/1156-is-venice-drowning.html,"14,135,49,126",13,1
1157,02/09/1981,Transplant,"When a local surgeon performs open heart surgery on their husbands, a group of wives are disturbed by the changes in they begin to manifest. Problems crop up when they look into the mystery.",https://www.cbsrmt.com/episode/1157-transplant.html,"6,119,91,202,95",288,1
1158,02/11/1981,The Shadow of a Killer,"The lines between reality and fantasy blur when an actor portraying a police detective on a television drama agrees to help a woman, investigate into the case of her missing husband.",https://www.cbsrmt.com/episode/1158-the-shadow-of-a-killer.html,"204,320,16,38",13,1
1159,02/13/1981,Behind the Blue Door,A patient fiance must wait for his bride-to-be as she goes on a wild goose chase through Europe in the pursuit of a mysterious stranger.,https://www.cbsrmt.com/episode/1159-behind-the-blue-door.html,"69,323,151,264",43,1
1160,02/16/1981,Troubled Waters,"After his wife appeals to his old boss to give him another chance, an unemployed civil engineer gets a chance to redeem himself. However, he must take the boss's son along for the project as part of the deal. When the young man makes a play for the engineer's wife, trouble sets in.",https://www.cbsrmt.com/episode/1160-troubled-waters.html,"12,10,91",13,1
1161,02/18/1981,Stand-In for Murder,"The desire to murder his wife so he can marry his assistant causes a scientist to clone himself, and use the clone to kill her. Things become sticky when his doppelganger begins thinking independently and develops ideas of his own.",https://www.cbsrmt.com/episode/1161-stand-in-for-murder.html,"58,26,135",38,1
1162,02/20/1981,The Gift House,"A series of unexplained happenings torment a young couple after they inherit a home in upstate New York. When their burglar alarm keeps going off by itself, they wonder if they are being haunted by a ghost, or are they plagued by something more sinister.",https://www.cbsrmt.com/episode/1162-the-gift-house.html,"320,58,16,38",38,1
1163,02/23/1981,The Frog Prince,"In order to keep them safe while driving, a team of race driver's relies on the power of voodoo. Things begin to fall apart when the black magic goes wrong.",https://www.cbsrmt.com/episode/1163-the-frog-prince.html,"91,119,289",288,1
1164,02/25/1981,A God Named Henry,"A huge storm causes Henry, a miserable salary man to get marooned on a remote island inhabited by a local tribe that teaches him how to be confident. Soon, the God-in-training returns to civilization as new and improved man.",https://www.cbsrmt.com/episode/1164-a-god-named-henry.html,"12,155,279",13,1
1165,02/27/1981,"Love Me, Don't Leave Me","Still head-over-heels in love even after forty-five years of marriage, an old couple vow to stay together forever. Their love is tested when his wife's terrible secret threatens to surface.",https://www.cbsrmt.com/episode/1165-love-me-don-t-leave-me.html,"70,26,10,38",38,1
1166,03/02/1981,The Raft,"When haunted by dreams of being castaway on a raft in the middle of the ocean, a wealthy man tries to connect his strange visions with the illogical demand of a stranger for the sum of one million dollars.",https://www.cbsrmt.com/episode/1166-the-raft.html,"27,6,151,49",288,1
1167,03/04/1981,Her Long Blonde Hair,"Obsessed with an unusual violin that he believes is strung with the hair of his murdered wife, a college professor will stop at nothing to reclaim it.",https://www.cbsrmt.com/episode/1167-her-long-blonde-hair.html,"126,55,64",13,1
1168,03/06/1981,"Heads You Love, Tails You Die","When her father is murdered, his young daughter is raised as the adopted daughter of her rich uncle and grows up in luxury. When she falls in love with a smooth-talking real estate investor, her beloved uncle does a background check in order to keep her safe.",https://www.cbsrmt.com/episode/1168-heads-you-love-tails-you-die.html,"6,90,10,151",13,1
1169,03/09/1981,Murder on the Space Shuttle,"In this outer space murder mystery, the legendary Sherlock Holmes meets the equally famous Buck Rogers.",https://www.cbsrmt.com/episode/1169-murder-on-the-space-shuttle.html,"58,289,317,17",288,1
1170,3/11/1981,Last Act,"When their testimonies involving the death of a young woman sentence a man to hang, a retired lawyer and an ex-cop begin to revisit the evidence and fear that they have doomed an innocent man.",https://www.cbsrmt.com/episode/1170-last-act.html,"90,16,135,95",43,1
1171,03/13/1981,The Heel of Achilles,"In order to prove to his wife that the house is not plagued by spirits, a wealthy man agrees to spend the night there. Alone, he is visited by the phantoms of his past.",https://www.cbsrmt.com/episode/1171-the-heel-of-achilles.html,"64,95,320,155",13,2
1172,03/16/1981,Maiden Ladies,"While performing the deed of a Good Samaritan, a young man is brutally slain while assisting a wealthy man with a flat tire. His aunt takes matters into her own hands when the local police refuse to pursue the case.",https://www.cbsrmt.com/episode/1172-maiden-ladies.html,"26,84,151,135",13,1
